62	830	4440973.3	Peru Margin Subseafloor Biosphere	1229_16mbsf_AMPLIFIED	13834930	135726	sediment	sediment	sediment	unknown	NA	WGS	-152 ; Meter	16 ; Meter	Ocean Drilling Program leg 201, site 1229	 	Peru	15 ; Celsius	unknown	Biddle	101.933	0	649.783
63	880	4441020.3	Jeffries et al PLoS One	Australian Coorong medium salinity 105psu M2	27296551	115960	estuarine biome	marine benthic feature	sandy sediment	sediment	NA	WGS	 	 	Coorong Lagoon	 	Australia	 	454	Jeffries	235.396	0.245	695.169
64	881	4441021.3	Jeffries et al PLoS One	Australian Coorong medium high salinity 132psu M3	29952599	128907	estuarine biome	marine benthic feature	sandy sediment	sediment	NA	WGS	 	 	Coorong Lagoon	 	Australia	 	454	Jeffries	232.358	0	856.134
65	882	4441022.3	Jeffries et al PLoS One	Australian Coorong high salinity 136psu M4	28906111	124220	estuarine biome	marine benthic feature	sandy sediment	sediment	NA	WGS	 	 	Coorong Lagoon	 	Australia	 	454	Jeffries	232.701	0.096	754.904
66	953	4441091.3	Waseca County Farm Soil Metagenome	Waseca Farm Soil	154475569	138347	soil	soil	soil	soil	NA	WGS	 	0-.1 ; Meter	Farm in Waseca County, Minnesota.	 	United States of America	 	sanger	Rubin	1116.581	0	532.748
67	955	4441093.3	Phosphorus Removing (EBPR) Sludge Community	US Phosphorus Removing (EBPR) Sludge	120938054	127953	sludge	sludge	sludge	unknown	NA	WGS	323	 	Nine Springs Wastwater Treatment Plant, Madison, WI	 	United States of America	20-24	other	DeLong	945.176	51.558	545.808
68	962	4441102.3	Alvinella Pompejana Epibiont Metagenome	Alvinella Pompejana Epibiont	290371756	293065	hydrothermal vent	hydrothermal vent	hydrothermal vent	water	NA	WGS	 	2500	Black smoker chimneys on East Pacific Rise	5.33-6.40	unknown	20-80	other	Cary	990.81	0	245.99
70	976	4441137.3	Acid Mine Drainage Metagenome	5-Way (CG) Acid Mine Drainage Biofilm	181571516	180713	mine drainage	mine drainage	mine drainage	unknown	NA	WGS	3100	0.05	Richmond Mine, Iron Mountain, CA	0.83	United States of America	42	sanger	Banfield	1004.751	0	1661.939
71	977	4441138.3	Acid Mine Drainage Metagenome	UBA Acid Mine Drainage Biofilm	144206508	138453	mine drainage ; microbial mat	mine drainage ; microbial mat	mine drainage ; microbial mat	built environment	NA	WGS	3100	0.05	Richmond Mine, Iron Mountain, CA	1.1	United States of America	41	sanger	Banfield	1041.556	55.831	1915.594
72	1032	4441185.3	Metagenomic Profiling of a Microbial Assemblage Associated with the California Mussel: A Node in Networks of Carbon and Nitrogen Cycling	Pool Mussels	32521684	166828	marine biome	marine habitat	biosolids	host-associated	NA	WGS	 	 	Main Beach site of Tatoosh Island,located in the eastern Pacific 0.7 km off the northwestern tip of Washington State	 	United States of America	 	454	Pfister	194.941	0	431.574
73	1033	4441191.3	Metagenomic Profiling of a Microbial Assemblage Associated with the California Mussel: A Node in Networks of Carbon and Nitrogen Cycling	Bench Mussels	32559402	146469	marine biome	marine habitat	biosolids	host-associated	NA	WGS	 	 	Main Beach site of Tatoosh Island,located in the eastern Pacific 0.7 km off the northwestern tip of Washington State	 	United States of America	 	454	Pfister	222.296	0	323.509
74	1070	4441205.3	phyllosphere microbiota	Soybean phyllosphere	130582567	523769	terrestrial biome	plant-associated habitat	organic material	plant-associated	NA	WGS	0.5	 	Effretikon	 	Switzerland	 	454	Vorholt	249.313	0	193.342
75	1079	4441214.3	Project for: 308_1	308_1	52638782	270730	sediment	sediment	sediment	unknown	NA	WGS	0 ; Meter	-1470 ; Meter	Gulf of Mexico	 	United States of America	4 ; Celsius	454	Biddle	194.433	2.284	715.126
76	1080	4441215.3	Project for: 308_1	308_2	52852345	275397	marine bathyal zone biome	abyssal plain	marine sediment	sediment	NA	WGS	 	1470	Gulf of Mexico	 	United States of America	 	454	Biddle	191.913	2.314	720.678
77	1236	4441363.3	Comparative metagenomics of two microbial mats at Cuatro Cienegas basin	Green Mat Pozas Azules Cuatro Cienegas Coahuila, Mexico (reads)	87175739	430449	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	NA	WGS	745	1	Cuatro Cienegas	6	Mexico	25	454	Souza	202.523	0.303	854.87
78	1457	4441570.3	Global Ocean Sampling Expedition	GS000a Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 11 - Bermuda	658755696	644551	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	5	Sargasso Sea	 	Bermuda	20.5	other	Venter	1022.038	56.453	187.188
79	1458	4441571.3	Global Ocean Sampling Expedition	GS000a Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 13 - Bermuda	658755696	644551	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	5	Sargasso Sea	 	Bermuda	20	other	Venter	1022.038	57.429	71.245
80	1459	4441572.3	Global Ocean Sampling Expedition	GS000b_11	321026307	317180	marine habitat	marine habitat	marine habitat	water	NA	MT	 	5	Sargasso Sea	 	Bermuda	20.5	other	Venter	1012.127	54.231	105.112
81	1460	4441573.3	Global Ocean Sampling Expedition	GS000b Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 13 - Bermuda	321026307	317180	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	5	Sargasso Sea	 	Bermuda	20	other	Venter	1012.127	54.369	633.463
82	1461	4441574.3	Global Ocean Sampling Expedition	GS000c Shotgun - Open Ocean - Sargasso Sea - Sargasso Stations 3 - Bermuda	371688861	368835	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	5	Sargasso Sea	 	Bermuda	19.8	other	Venter	1007.738	0	925.922
83	1462	4441575.3	Global Ocean Sampling Expedition	GS000d Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 13 - Bermuda	335939509	332240	marine habitat	marine habitat	marine habitat	water	NA	MT	 	5	Sargasso Sea	 	Bermuda	20	other	Venter	1011.135	0	168.939
84	1463	4441576.3	Global Ocean Sampling Expedition	GS001a Shotgun - Open Ocean - Sargasso Sea - Hydrostation S - Bermuda	143316448	142352	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	5	Sargasso Sea	 	Bermuda	22.9	other	Venter	1006.775	0	236.052
87	1471	4441658.3	Global Ocean Sampling Expedition	GS011 Shotgun - Estuary - North American East Coast - Delaware Bay, NJ - USA	133251132	124435	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	1	Delaware Bay, NJ	 	United States of America	11	other	Venter	1070.849	0	491.256
89	1473	4441585.3	Global Ocean Sampling Expedition	GS013 Shotgun - Coastal - North American East Coast - Off Nags Head, NC - USA	149007574	138033	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	2.1	Off Nags Head, NC	 	United States of America	9.3	other	Venter	1079.507	0	864.74
90	1474	4441659.3	Global Ocean Sampling Expedition	GS014 Shotgun - Coastal - North American East Coast - South of Charleston, SC - USA	139914998	128885	marine habitat	marine habitat	marine habitat	water	NA	MT	 	1	North American East Coast, South of Charleston, SC	 	United States of America	18.6	other	Venter	1085.58	0	263.717
91	1475	4441586.3	Global Ocean Sampling Expedition	GS015 Shotgun - Coastal - Caribbean Sea - Off Key West, FL - USA	138034062	127362	marine habitat	marine habitat	marine habitat	water	NA	MT	 	1.7	Caribbean Sea, Off Key West, FL	 	United States of America	25	other	Venter	1083.793	0	224.719
92	1476	4441660.3	Global Ocean Sampling Expedition	GS016 Shotgun - Coastal Sea - Caribbean Sea - Gulf of Mexico - USA	137479949	127122	marine habitat	marine habitat	marine habitat	water	NA	MT	 	2 m	Caribbean Sea, Gulf of Mexico	 	United States of America	26.4	other	Venter	1081.48	0	271.19
93	1477	4441587.3	Global Ocean Sampling Expedition	GS017 Shotgun - Open Ocean - Caribbean Sea - Yucatan Channel - Mexico	281259325	257581	marine habitat	marine habitat	marine habitat	water	NA	MT	 	2	Yucatan Channel	 	Mexico	27	other	Venter	1091.926	0	280.102
95	1479	4441589.3	Global Ocean Sampling Expedition	GS019 Shotgun - Coastal - Caribbean Sea - Northeast of Colon - Panama	146413090	135325	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	1.7	Caribbean Sea, Northeast of Colon	 	Panama	27.7	other	Venter	1081.937	0	464.393
96	1480	4441590.3	Global Ocean Sampling Expedition	GS020 Shotgun - Fresh Water - Panama Canal - Lake Gatun - Panama	315151139	296355	freshwater habitat	freshwater habitat	freshwater habitat	water	NA	WGS	 	4.2	Lake Gatun, Panama	 	Panama	28.6	other	Venter	1063.424	0	785.38
97	1481	4441591.3	Global Ocean Sampling Expedition	GS021 Shotgun - Coastal - Eastern Tropical Pacific - Gulf of Panama - Panama	143454700	131798	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	1.6	Eastern Tropical Pacific, Gulf of Panama	 	Panama	27.6	other	Venter	1088.444	0	764.047
98	1482	4441592.3	Global Ocean Sampling Expedition	GS022 Shotgun - Open Ocean - Eastern Tropical Pacific - 250 miles from Panama City - Panama	131079270	121662	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	2	Eastern Tropical Pacific, 250 miles from Panama City	 	Panama	29.3	other	Venter	1077.405	0	318.58
99	1483	4441661.3	Global Ocean Sampling Expedition	GS023 Shotgun - Open Ocean - Eastern Tropical Pacific - 30 miles from Cocos Island - Costa Rica	143626589	133051	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	2	Eastern Tropical Pacific, 30 miles from Cocos Island	 	Costa Rica	28.7	other	Venter	1079.485	0	515.422
100	1484	4441593.3	Global Ocean Sampling Expedition	GS025 Shotgun - Fringing Reef - Eastern Tropical Pacific - Dirty Rock, Cocos Island - Costa Rica	129781299	120671	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	1.1	Eastern Tropical Pacific, Dirty Rock, Cocos Island	 	Costa Rica	28.3	other	Venter	1075.497	0	309.943
101	1485	4441594.3	Global Ocean Sampling Expedition	GS026 Shotgun - Open Ocean - Galapagos Islands - 134 miles NE of Galapagos - Ecuador	109049397	102708	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	2	Open Ocean, 134 miles NE of Galapagos	 	Ecuador	27.8	other	Venter	1061.742	0	361.816
102	1486	4441595.3	Global Ocean Sampling Expedition	GS027 Shotgun - Coastal - Galapagos Islands - Devil's Crown, Floreana Island - Ecuador	237326008	222080	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	2.2	Galapagos Islands, Devil	 	Ecuador	25.5	other	Venter	1068.651	0	570.53
103	1487	4441596.4	Global Ocean Sampling Expedition	GS028 Shotgun - Coastal - Galapagos Islands - Coastal Floreana - Ecuador	205008796	189052	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	2	Galapagos Islands, Coastal Floreana	 	Ecuador	25	other	Venter	1084.404	0	652.239
104	1488	4441596.3	Global Ocean Sampling Expedition	GS029 Shotgun - Coastal - Galapagos Islands - North James Bay, Santigo Island - Ecuador	143822814	131529	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	2.1	Galapagos Islands - North James Bay, Santigo Island	 	Ecuador	26.2	other	Venter	1093.468	0	675.96
105	1489	4441662.3	Global Ocean Sampling Expedition	GS030 Shotgun - Warm Seep - Galapagos Islands - Warm seep, Roca Redonda - Ecuador	391694924	359152	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	19	Galapagos Islands - Warm seep, Roca Redonda	 	Ecuador	26.9	other	Venter	1090.61	0	537.396
106	1490	4441597.3	Global Ocean Sampling Expedition	GS031	461671889	436401	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	12	Upwelling, Fernandina Island	 	Ecuador	18.6	other	Venter	1057.907	0	616.508
107	1491	4441598.3	Global Ocean Sampling Expedition	GS032 Shotgun - Mangrove - Galapagos Islands - Mangrove on Isabella Island - Ecuador	153341974	148018	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	0.1	Galapagos Islands - Mangrove on Isabella Island	 	Ecuador	25.4	other	Venter	1035.968	0	970.927
108	1492	4441599.3	Global Ocean Sampling Expedition	GS033 Shotgun - Hypersaline - Galapagos Islands - Punta Cormorant, Hypersaline Lagoon, Floreana Island - Ecuador	729708089	692255	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	0.2 m	Punta Cormorant, Hypersaline Lagoon, Floreana Island	 	Ecuador	37.6	other	Venter	1054.103	0	646.833
109	1493	4441600.3	Global Ocean Sampling Expedition	GS034 Shotgun - Coastal - Galapagos Islands - North Seamore Island - Ecuador	142199308	134347	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	2.1	Galapagos Islands - North Seamore Island	 	Ecuador	27.5	other	Venter	1058.448	0	386.822
110	1494	4441601.3	Global Ocean Sampling Expedition	GS035 Shotgun - Coastal - Galapagos Islands - Wolf Island - Ecuador	151840270	140814	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	1.7	Galapagos Islands - Wolf Island	 	Ecuador	21.8	other	Venter	1078.304	0	589.431
111	1498	4441604.3	Global Ocean Sampling Expedition	GS051 Shotgun - Coral Reef Atoll - Polynesia Archipelagos - Rangirora Atoll - Fr. Polynesia	140497312	128982	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	1	Polynesia Archipelagos - Rangirora Atoll	 	French Polynesia	27.3	other	Venter	1089.278	0	660.56
112	1503	4441610.3	Global Ocean Sampling Expedition	GS113 Shotgun - Open Ocean - Indian Ocean - Indian Ocean - International	118339154	109700	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	1.8	Indian Ocean	 	unknown	27.5	other	Venter	1078.753	0	564.78
113	1504	4441611.3	Global Ocean Sampling Expedition	GS114 Shotgun - Open Ocean - Indian Ocean - 500 Miles west of the Seychelles in the Indian Ocean - International	345285679	348823	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	1.5	Indian Ocean - 500 Miles west of the Seychelles in the Indian Ocean	 	unknown	28.2	other	Venter	989.859	0	507.024
114	1505	4441613.3	Global Ocean Sampling Expedition	GS117a Shotgun - Coastal sample - Indian Ocean - St. Anne Island, Seychelles - Seychelles	339868195	346952	marine habitat	marine habitat	marine habitat	water	NA	WGS	 	1.8	Indian Ocean - St. Anne Island, Seychelles	 	Seychelles	26.5	other	Venter	979.583	0	661.291
